Platform,Party,Bioguide ID,Number of Active Accounts,Max Total Followers,Start of Term,End of Term,First Post,Last Post,Total Posts,Average Post Favorites/Reactions,Average Post Retweets/Shares
twitter,R,K000388,1,10903,1/1/2019,,1/1/2019,5/28/2020,883,86,25
twitter,D,K000389,2,286470,1/1/2019,,1/1/2019,5/31/2020,8713,671,202
twitter,D,K000391,2,71055,1/1/2019,,1/1/2019,5/31/2020,2302,130,36
twitter,R,K000392,2,13042,1/1/2019,,1/1/2019,5/30/2020,1025,72,22
twitter,R,K000393,1,134431,1/1/2019,,1/1/2019,5/29/2020,863,728,219
twitter,D,K000394,2,27758,1/1/2019,,1/1/2019,5/31/2020,1506,40,9
twitter,R,K000395,2,10654,6/3/2019,,6/4/2019,5/30/2020,1343,273,100
twitter,D,L000174,1,202976,1/1/2019,,1/3/2019,5/31/2020,2676,517,192
twitter,D,L000287,1,1165058,1/1/2019,,1/18/2019,5/30/2020,105,22604,4771
twitter,D,L000397,2,68750,1/1/2019,,1/3/2019,5/22/2020,566,390,142
twitter,D,L000480,2,38125,1/1/2019,,1/1/2019,5/29/2020,998,57,14
twitter,R,L000491,2,22069,1/1/2019,,1/3/2019,5/30/2020,678,29,12
twitter,D,L000551,2,302050,1/1/2019,,1/1/2019,5/31/2020,4941,508,144
twitter,D,L000557,2,29557,1/1/2019,,1/3/2019,5/29/2020,1524,12,5
twitter,D,L000559,2,27936,1/1/2019,,1/1/2019,5/30/2020,1669,37,11
twitter,D,L000560,2,23692,1/1/2019,,1/2/2019,5/31/2020,2565,21,7
twitter,D,L000562,2,28728,1/1/2019,,1/1/2019,5/29/2020,1040,20,5
twitter,D,L000563,2,19435,1/1/2019,,1/1/2019,5/30/2020,1744,35,16
twitter,R,L000564,1,31821,1/1/2019,,1/3/2019,5/30/2020,902,388,142
twitter,D,L000565,2,12717,1/1/2019,,1/1/2019,5/27/2020,348,31,8
twitter,R,L000566,2,40786,1/1/2019,,1/1/2019,5/30/2020,1144,21,6
twitter,R,L000569,2,14633,1/1/2019,,1/1/2019,5/29/2020,429,24,8
twitter,D,L000570,2,34614,1/1/2019,,1/2/2019,5/31/2020,3629,44,15
twitter,R,L000575,2,99874,1/1/2019,,1/3/2019,5/31/2020,1722,182,53
twitter,R,L000576,2,34310,1/1/2019,,1/1/2019,5/30/2020,20560,34,13
twitter,R,L000577,2,584688,1/1/2019,,1/3/2019,5/25/2020,494,1159,284
twitter,R,L000578,2,23821,1/1/2019,,1/1/2019,5/29/2020,874,232,89
twitter,D,L000579,2,34154,1/1/2019,,1/1/2019,5/31/2020,2119,46,16
twitter,D,L000581,2,26462,1/1/2019,,1/1/2019,5/31/2020,1651,33,8
twitter,D,L000582,2,1464357,1/1/2019,,1/1/2019,5/31/2020,6698,8539,2464
twitter,R,L000583,1,25681,1/1/2019,,1/1/2019,5/31/2020,708,166,90
twitter,R,L000585,2,17875,1/1/2019,,1/2/2019,5/30/2020,1121,126,42
twitter,D,L000586,2,11404,1/1/2019,,1/3/2019,5/31/2020,671,12,4
twitter,D,L000588,2,102366,1/1/2019,,1/2/2019,5/31/2020,582,330,82
twitter,R,L000589,2,102706,1/1/2019,,1/1/2019,5/31/2020,2869,566,195
twitter,D,L000590,2,24239,1/1/2019,,1/2/2019,5/31/2020,4223,30,12
twitter,D,L000591,2,55566,1/1/2019,,1/3/2019,5/31/2020,2831,117,30
twitter,D,L000592,2,25689,1/1/2019,,1/1/2019,5/30/2020,1631,250,53
twitter,D,L000593,2,126882,1/1/2019,,1/1/2019,5/31/2020,3279,673,204
twitter,R,L000594,2,53856,1/1/2020,,1/1/2020,5/31/2020,1452,256,67
twitter,D,M000087,2,80262,1/1/2019,,1/2/2019,5/31/2020,7925,197,65
twitter,D,M000133,2,231640,1/1/2019,,1/1/2019,5/31/2020,4816,412,106
twitter,D,M000312,2,91709,1/1/2019,,1/1/2019,5/31/2020,2906,584,278
twitter,R,M000355,2,130756,1/1/2019,,1/3/2019,5/29/2020,3320,165,43
twitter,D,M000639,2,194015,1/1/2019,,1/1/2019,5/29/2020,4214,125,67
twitter,D,M000687,1,1277,5/5/2020,,5/6/2020,5/30/2020,19,12,2
twitter,R,M000934,1,110034,1/1/2019,,1/2/2019,5/30/2020,1324,154,42
twitter,D,M001111,2,464120,1/1/2019,,1/2/2019,5/31/2020,5219,240,83
twitter,D,M001137,1,29910,1/1/2019,,1/1/2019,5/31/2020,1892,27,9
twitter,D,M001143,2,38218,1/1/2019,,1/1/2019,5/31/2020,3197,47,16
twitter,R,M001153,1,293326,1/1/2019,,1/2/2019,5/31/2020,3113,117,22
twitter,R,M001156,2,31387,1/1/2019,,1/1/2019,5/30/2020,945,36,14
twitter,R,M001157,2,41464,1/1/2019,,1/1/2019,5/31/2020,1850,70,36
twitter,R,M001158,2,27966,1/1/2019,,1/4/2019,3/27/2020,35,21,13
twitter,R,M001159,2,52447,1/1/2019,,1/1/2019,5/27/2020,1192,60,25
twitter,D,M001160,2,41022,1/1/2019,,1/2/2019,5/31/2020,2902,45,16
twitter,D,M001163,2,39807,1/1/2019,,1/3/2019,5/31/2020,714,35,9
twitter,R,M001165,1,69350,1/1/2019,,2/12/2019,5/30/2020,158,2965,929
twitter,D,M001166,2,29298,1/1/2019,,1/1/2019,5/30/2020,373,23,8
twitter,D,M001169,2,928548,1/1/2019,,1/1/2019,5/31/2020,4249,6014,1723
twitter,D,M001176,2,570021,1/1/2019,,1/1/2019,5/31/2020,3603,1329,496
twitter,R,M001177,2,23493,1/1/2019,,1/7/2019,5/29/2020,271,75,26
twitter,R,M001179,1,21561,1/1/2019,1/22/2019,1/3/2019,1/10/2019,6,113,33
twitter,R,M001180,1,31530,1/1/2019,,1/10/2019,5/30/2020,1056,7,2
twitter,D,M001183,1,199027,1/1/2019,,1/2/2019,5/31/2020,2165,174,38
twitter,R,M001184,1,139202,1/1/2019,,1/1/2019,5/30/2020,3265,847,235
twitter,D,M001185,2,123373,1/1/2019,,1/1/2019,5/31/2020,2209,552,127
twitter,R,M001187,3,597384,1/1/2019,3/29/2020,1/2/2019,3/10/2020,1944,15900,5848
twitter,D,M001188,2,54143,1/1/2019,,1/1/2019,5/31/2020,4200,115,26
twitter,R,M001190,2,25184,1/1/2019,,1/2/2019,5/30/2020,1213,71,26
twitter,R,M001194,2,13079,1/1/2019,,1/3/2019,5/31/2020,109,9,4
twitter,R,M001195,2,18334,1/1/2019,,1/2/2019,5/31/2020,751,242,97
twitter,D,M001196,2,156961,1/1/2019,,1/1/2019,5/31/2020,3095,217,41
twitter,R,M001197,2,159971,1/1/2019,,1/1/2019,5/31/2020,2060,697,193
twitter,R,M001198,1,7028,1/1/2019,,1/2/2019,5/31/2020,1214,55,17
twitter,R,M001199,2,39827,1/1/2019,,1/2/2019,5/31/2020,1862,92,30
twitter,D,M001200,2,16633,1/1/2019,,1/1/2019,5/31/2020,2128,34,9
twitter,R,M001201,1,8665,1/1/2019,,1/2/2019,5/31/2020,908,65,18
twitter,D,M001202,2,34418,1/1/2019,,1/1/2019,5/30/2020,2125,60,16
twitter,D,M001203,2,41174,1/1/2019,,1/2/2019,5/31/2020,1865,314,97
twitter,R,M001204,2,14076,1/1/2019,,1/3/2019,5/29/2020,821,286,99
twitter,R,M001205,2,10864,1/1/2019,,1/3/2019,5/30/2020,805,91,28
twitter,D,M001206,2,8957,1/1/2019,,1/3/2019,5/31/2020,1988,18,4
twitter,D,M001207,2,43187,1/1/2019,,1/1/2019,5/31/2020,5033,83,28
twitter,D,M001208,3,155453,1/1/2019,,1/3/2019,5/31/2020,1239,952,186
twitter,D,M001209,2,34095,1/1/2019,,1/3/2019,5/31/2020,941,64,13
twitter,R,M001210,2,14724,9/17/2019,,9/17/2019,5/31/2020,296,660,242
twitter,D,N000002,2,387009,1/1/2019,,1/2/2019,5/30/2020,1574,3161,974
twitter,D,N000015,2,33494,1/1/2019,,1/1/2019,5/30/2020,883,87,25
twitter,D,N000179,1,36250,1/1/2019,,1/3/2019,5/29/2020,915,18,7
twitter,R,N000181,2,1151316,1/1/2019,,1/1/2019,5/31/2020,1071,11213,4271
twitter,D,N000188,2,13011,1/1/2019,,1/1/2019,5/31/2020,1289,9,3
twitter,R,N000189,1,14747,1/1/2019,,1/3/2019,5/29/2020,1000,16,6
twitter,R,N000190,2,14355,1/1/2019,,1/1/2019,5/30/2020,684,210,74
twitter,D,N000191,2,54254,1/1/2019,,1/1/2019,5/30/2020,3525,167,41
twitter,R,O000168,2,25766,1/1/2019,,1/1/2019,5/31/2020,3350,25,8
twitter,D,O000171,2,25377,1/1/2019,,1/2/2019,5/31/2020,1939,15,4
twitter,D,O000172,2,7241799,1/1/2019,,1/1/2019,5/31/2020,4527,45570,8559
twitter,D,O000173,2,2752292,1/1/2019,,1/1/2019,5/31/2020,7928,9880,1847
twitter,D,P000034,2,41292,1/1/2019,,1/1/2019,5/31/2020,3285,26,11
twitter,D,P000096,3,61773,1/1/2019,,1/1/2019,5/31/2020,5005,222,71
twitter,D,P000197,2,5209170,1/1/2019,,1/1/2019,5/31/2020,5372,13579,3669
twitter,R,P000449,2,170109,1/1/2019,,1/1/2019,5/30/2020,4088,90,31
twitter,D,P000523,1,33644,1/1/2019,,1/2/2019,5/31/2020,1455,186,56
twitter,D,P000593,2,38364,1/1/2019,,1/1/2019,5/31/2020,2039,27,7
twitter,D,P000595,2,138852,1/1/2019,,1/1/2019,5/31/2020,2240,116,34
twitter,D,P000597,1,28432,1/1/2019,,1/2/2019,5/30/2020,1285,44,11
twitter,R,P000599,1,25155,1/1/2019,,4/10/2019,5/30/2020,84,31,25
twitter,R,P000601,2,20754,1/1/2019,,1/3/2019,5/31/2020,1789,50,22
twitter,R,P000603,2,2889986,1/1/2019,,1/1/2019,5/28/2020,1260,9240,2783
twitter,D,P000604,1,21259,1/1/2019,,1/1/2019,5/29/2020,982,15,5
twitter,R,P000605,1,28567,1/1/2019,,1/3/2019,5/29/2020,733,258,104
twitter,D,P000607,2,113315,1/1/2019,,1/1/2019,5/31/2020,3574,276,93
twitter,D,P000608,3,40957,1/1/2019,,1/1/2019,5/31/2020,3098,32,8
twitter,R,P000609,2,21779,1/1/2019,,1/3/2019,5/29/2020,465,23,8
twitter,R,P000612,2,100932,1/1/2019,,1/1/2019,5/31/2020,1829,234,63
twitter,D,P000613,2,12141,1/1/2019,,1/3/2019,5/31/2020,1986,18,4
twitter,D,P000614,2,21805,1/1/2019,,1/1/2019,5/29/2020,1841,39,9
twitter,R,P000615,2,16824,1/1/2019,,1/1/2019,5/30/2020,917,150,49
twitter,D,P000616,2,31016,1/1/2019,,1/5/2019,5/31/2020,1553,125,36
twitter,D,P000617,2,918867,1/1/2019,,1/1/2019,5/31/2020,6516,2249,365
twitter,D,P000618,2,698285,1/1/2019,,1/1/2019,5/29/2020,1953,3366,744
twitter,D,Q000023,2,50507,1/1/2019,,1/1/2019,5/31/2020,2356,127,30
twitter,D,R000122,1,97949,1/1/2019,,1/2/2019,5/30/2020,1022,101,39
twitter,R,R000307,2,83251,1/1/2019,,1/1/2019,5/30/2020,928,187,47
twitter,R,R000395,1,18665,1/1/2019,,1/11/2019,5/26/2020,271,26,9
twitter,D,R000486,1,29892,1/1/2019,,1/1/2019,5/31/2020,2312,18,7
twitter,D,R000515,1,33865,1/1/2019,,1/1/2019,5/29/2020,1871,448,111
twitter,R,R000575,2,28938,1/1/2019,,1/2/2019,5/29/2020,1369,14,5
twitter,D,R000576,2,17262,1/1/2019,,1/1/2019,5/29/2020,1115,11,3
twitter,D,R000577,2,142735,1/1/2019,,1/1/2019,5/31/2020,4638,241,54
twitter,R,R000582,1,21832,1/1/2019,,1/1/2019,5/29/2020,572,96,29
twitter,R,R000584,1,97638,1/1/2019,,1/1/2019,5/29/2020,670,91,25
twitter,R,R000585,2,22331,1/1/2019,,1/1/2019,5/31/2020,731,28,8
twitter,D,R000588,2,39732,1/1/2019,,1/1/2019,5/31/2020,648,39,12
twitter,R,R000591,2,36387,1/1/2019,,1/1/2019,5/30/2020,882,17,4
twitter,R,R000595,3,4310538,1/1/2019,,1/1/2019,5/31/2020,7459,1722,780
twitter,R,R000597,2,18007,1/1/2019,,1/1/2019,5/31/2020,596,48,20
twitter,D,R000599,2,24437,1/1/2019,,1/2/2019,5/31/2020,1290,39,9
twitter,R,R000601,1,237853,1/1/2019,5/21/2020,1/3/2019,4/9/2020,431,4196,1518
twitter,D,R000602,2,35991,1/1/2019,,1/1/2019,5/30/2020,1232,149,46
twitter,R,R000603,2,14874,1/1/2019,,1/1/2019,5/29/2020,572,52,18
twitter,R,R000605,2,27455,1/1/2019,,1/3/2019,5/31/2020,1344,43,15
twitter,D,R000606,2,92757,1/1/2019,,1/1/2019,5/31/2020,4105,256,76
twitter,R,R000607,1,10193,1/1/2019,,1/4/2019,5/29/2020,224,39,15
twitter,D,R000608,2,64819,1/1/2019,,1/1/2019,5/31/2020,3399,57,17
twitter,R,R000609,2,11306,1/1/2019,,1/1/2019,5/31/2020,703,168,67
twitter,R,R000610,2,22416,1/1/2019,,1/8/2019,5/31/2020,893,361,150
twitter,R,R000611,2,14303,1/1/2019,,1/1/2019,5/31/2020,1782,75,30
twitter,R,R000612,2,7353,1/1/2019,,1/2/2019,5/29/2020,745,31,7
twitter,D,R000613,2,48193,1/1/2019,,1/2/2019,5/30/2020,2385,136,27
twitter,R,R000614,2,58958,1/1/2019,,1/1/2019,5/31/2020,20645,107,37
twitter,R,R000615,2,2149979,1/1/2019,,1/1/2019,5/30/2020,984,3789,665
twitter,D,R000616,2,91723,1/1/2019,,1/1/2019,5/31/2020,1423,209,59
twitter,D,S000033,2,21801423,1/1/2019,,1/1/2019,5/31/2020,8234,19081,3693
twitter,D,S000148,2,2392599,1/1/2019,,1/1/2019,5/30/2020,3227,7921,2342
twitter,D,S000185,2,40037,1/1/2019,,1/2/2019,5/29/2020,1061,53,17
twitter,R,S000244,1,12733,1/1/2019,,1/7/2019,5/30/2020,346,262,94
twitter,D,S000248,2,33071,1/1/2019,,1/3/2019,5/29/2020,579,26,9
twitter,R,S000320,1,91408,1/1/2019,,1/2/2019,5/30/2020,654,202,53
twitter,D,S000344,1,52350,1/1/2019,,1/3/2019,5/31/2020,882,105,46
twitter,D,S000510,2,38742,1/1/2019,,1/1/2019,5/30/2020,1105,110,31
twitter,R,S000522,1,34181,1/1/2019,,1/8/2019,5/28/2020,95,876,525
twitter,D,S000770,2,178715,1/1/2019,,1/1/2019,5/31/2020,1189,517,124
twitter,D,S001145,2,52126,1/1/2019,,1/2/2019,5/30/2020,3270,71,26
twitter,R,S001148,2,19800,1/1/2019,,1/1/2019,5/30/2020,620,22,6
twitter,D,S001150,2,2713587,1/1/2019,,1/1/2019,5/31/2020,1266,33903,10007
twitter,D,S001156,2,39630,1/1/2019,,1/3/2019,5/31/2020,1618,42,11
twitter,D,S001157,2,23471,1/1/2019,,1/8/2019,5/30/2020,401,7,3
twitter,D,S001165,1,24768,1/1/2019,,1/1/2019,5/30/2020,2008,19,7
twitter,D,S001168,2,27736,1/1/2019,,1/1/2019,5/30/2020,1669,66,18
twitter,R,S001172,1,14203,1/1/2019,,1/8/2019,5/28/2020,644,23,6
twitter,D,S001175,2,174637,1/1/2019,,1/1/2019,5/29/2020,2148,858,253
twitter,R,S001176,2,491522,1/1/2019,,1/1/2019,5/30/2020,2892,7193,2820
twitter,D,S001180,2,28735,1/1/2019,,1/3/2019,5/29/2020,577,36,8
twitter,D,S001181,2,130133,1/1/2019,,1/2/2019,5/30/2020,3061,62,27
twitter,R,S001183,1,30802,1/1/2019,,1/1/2019,5/31/2020,1017,41,14
twitter,R,S001184,2,428280,1/1/2019,,1/1/2019,5/31/2020,1255,1215,301
twitter,D,S001185,2,44671,1/1/2019,,1/1/2019,5/31/2020,1414,108,33
twitter,R,S001187,2,40052,1/1/2019,,1/1/2019,5/29/2020,557,21,6
twitter,R,S001189,2,27709,1/1/2019,,1/2/2019,5/28/2020,398,79,42
twitter,D,S001190,2,30746,1/1/2019,,1/2/2019,5/29/2020,1095,28,8
twitter,D,S001191,2,261973,1/1/2019,,1/1/2019,5/31/2020,3909,245,44
twitter,R,S001192,2,39588,1/1/2019,,1/3/2019,5/30/2020,934,256,91
twitter,D,S001193,2,996642,1/1/2019,,1/1/2019,5/31/2020,5321,7355,1722
twitter,D,S001194,2,348532,1/1/2019,,1/1/2019,5/31/2020,5887,4608,907
twitter,R,S001195,2,43828,1/1/2019,,1/1/2019,5/31/2020,1178,119,41
twitter,R,S001196,2,565562,1/1/2019,,1/1/2019,5/31/2020,4062,1565,467
twitter,R,S001197,2,428532,1/1/2019,,1/9/2019,3/30/2020,275,1086,204
twitter,R,S001198,2,50048,1/1/2019,,1/3/2019,5/27/2020,1052,91,32
twitter,R,S001199,2,13915,1/1/2019,,1/1/2019,5/31/2020,1141,228,69
twitter,D,S001200,2,20793,1/1/2019,,1/1/2019,5/31/2020,2906,27,11
twitter,D,S001201,2,17327,1/1/2019,,1/1/2019,5/31/2020,773,59,25
twitter,D,S001203,2,124095,1/1/2019,,1/1/2019,5/31/2020,2274,177,36
twitter,D,S001205,2,53081,1/1/2019,,1/1/2019,5/31/2020,4082,249,72
twitter,D,S001206,2,43478,1/1/2019,,1/3/2019,5/31/2020,2497,82,29
twitter,D,S001207,2,64367,1/1/2019,,1/1/2019,5/30/2020,1982,110,21
twitter,D,S001208,2,89183,1/1/2019,,1/2/2019,5/29/2020,1053,561,118
twitter,D,S001209,2,82526,1/1/2019,,1/1/2019,5/31/2020,3854,134,32
twitter,R,S001210,2,9588,1/1/2019,,1/31/2019,5/31/2020,1028,43,18
twitter,D,S001211,2,71473,1/1/2019,,1/1/2019,5/29/2020,1006,64,16
twitter,R,S001212,2,11639,1/1/2019,,1/2/2019,5/30/2020,1128,35,12
twitter,R,S001213,2,10201,1/1/2019,,1/1/2019,5/31/2020,2042,54,24
twitter,R,S001214,2,18543,1/1/2019,,1/10/2019,5/31/2020,812,85,35
twitter,D,S001215,2,52118,1/1/2019,,1/1/2019,5/31/2020,4598,120,22
twitter,D,S001216,2,19854,1/1/2019,,1/3/2019,5/29/2020,851,58,14
twitter,R,S001217,2,458702,1/8/2019,,1/8/2019,5/31/2020,5132,680,350
twitter,R,T000165,1,9290,5/19/2020,,5/19/2020,5/31/2020,17,1189,266
twitter,D,T000193,1,17337,1/1/2019,,1/8/2019,5/29/2020,1190,88,25
twitter,R,T000238,1,16655,1/1/2019,,1/6/2019,5/28/2020,220,15,7
twitter,R,T000250,1,101239,1/1/2019,,1/3/2019,5/29/2020,1179,269,83
twitter,D,T000460,2,33341,1/1/2019,,1/1/2019,5/31/2020,3310,58,17
twitter,R,T000461,2,154184,1/1/2019,,1/1/2019,5/25/2020,487,264,83
twitter,R,T000463,2,44347,1/1/2019,,1/3/2019,5/28/2020,363,438,102
twitter,D,T000464,2,131510,1/1/2019,,1/2/2019,5/29/2020,843,169,36
twitter,R,T000467,2,22706,1/1/2019,,1/2/2019,5/30/2020,1248,13,4
twitter,D,T000468,2,46947,1/1/2019,,1/1/2019,5/31/2020,2889,53,14
twitter,D,T000469,2,27977,1/1/2019,,1/2/2019,5/31/2020,2957,9,3
twitter,R,T000470,2,30056,1/1/2019,,1/3/2019,5/30/2020,771,36,22
twitter,D,T000472,2,58534,1/1/2019,,1/1/2019,5/29/2020,1655,274,109
twitter,D,T000474,2,37108,1/1/2019,,1/1/2019,5/31/2020,2399,79,26
twitter,R,T000476,2,147201,1/1/2019,,1/2/2019,5/31/2020,2311,269,82
twitter,R,T000479,2,13666,1/1/2019,,1/3/2019,5/29/2020,549,24,8
twitter,R,T000480,2,6325,1/1/2019,,1/3/2019,5/30/2020,615,40,15
twitter,D,T000481,2,1281549,1/1/2019,,1/1/2019,5/31/2020,5661,3647,770
twitter,D,T000482,2,28059,1/1/2019,,1/1/2019,5/31/2020,4159,51,11
twitter,D,T000483,2,17783,1/1/2019,,1/1/2019,5/31/2020,2054,68,20
twitter,D,T000484,2,28305,1/1/2019,,1/3/2019,5/31/2020,752,56,11
twitter,R,U000031,2,30834,1/1/2019,,1/3/2019,5/31/2020,1672,50,12
twitter,D,U000039,2,181912,1/1/2019,,1/1/2019,5/29/2020,1804,196,67
twitter,D,U000040,2,189165,1/1/2019,,1/1/2019,5/29/2020,1993,523,113
twitter,D,V000081,2,73239,1/1/2019,,1/1/2019,5/31/2020,5418,84,26
twitter,D,V000108,2,16031,1/1/2019,,1/4/2019,3/7/2020,90,40,7
twitter,D,V000128,1,174819,1/1/2019,,1/1/2019,5/31/2020,1237,776,286
twitter,D,V000130,1,24222,1/1/2019,,1/1/2019,5/29/2020,594,64,19
twitter,D,V000131,2,33343,1/1/2019,,1/2/2019,5/29/2020,1442,37,14
twitter,D,V000132,2,17218,1/1/2019,,1/1/2019,5/28/2020,545,13,5
twitter,R,V000133,3,27865,1/1/2019,,1/9/2019,5/30/2020,608,48,12
twitter,D,W000187,1,1333744,1/1/2019,,1/13/2019,5/30/2020,382,21407,5394
twitter,R,W000437,2,111872,1/1/2019,,1/1/2019,5/30/2020,2060,143,58
twitter,D,W000779,2,487860,1/1/2019,,1/1/2019,5/31/2020,2273,1097,418
twitter,R,W000791,2,33564,1/1/2019,,1/1/2019,5/29/2020,958,34,7
twitter,R,W000795,2,36512,1/1/2019,,1/2/2019,5/31/2020,875,27,10
twitter,D,W000797,2,380664,1/1/2019,,1/2/2019,5/31/2020,2439,58,21
twitter,R,W000798,2,20426,1/1/2019,,1/3/2019,5/31/2020,842,53,18
twitter,D,W000800,2,38969,1/1/2019,,1/2/2019,5/31/2020,354,588,136
twitter,D,W000802,2,366018,1/1/2019,,1/2/2019,5/30/2020,4206,685,253
twitter,R,W000804,2,29908,1/1/2019,,1/3/2019,5/30/2020,1430,29,13
twitter,D,W000805,2,485377,1/1/2019,,1/1/2019,5/31/2020,2097,1648,510
twitter,R,W000806,1,26568,1/1/2019,,1/4/2019,5/30/2020,242,40,16
twitter,D,W000808,1,74799,1/1/2019,,1/2/2019,5/31/2020,1925,116,41
twitter,R,W000809,2,25586,1/1/2019,,1/1/2019,5/30/2020,2143,37,13
twitter,R,W000810,1,16705,1/1/2019,,1/1/2019,5/28/2020,641,21,9
twitter,R,W000812,2,32381,1/1/2019,,1/1/2019,5/29/2020,834,136,45
twitter,R,W000813,2,24509,1/1/2019,,1/1/2019,5/31/2020,1171,57,18
twitter,R,W000814,2,20045,1/1/2019,,1/1/2019,5/30/2020,887,79,26
twitter,R,W000815,2,35071,1/1/2019,,1/1/2019,5/30/2020,1161,60,19
twitter,R,W000816,2,18662,1/1/2019,,1/1/2019,5/30/2020,1455,69,25
twitter,D,W000817,2,10106041,1/1/2019,,1/1/2019,5/31/2020,9051,7829,1518
twitter,R,W000819,2,36283,1/1/2019,,1/1/2019,5/31/2020,2435,260,88
twitter,R,W000821,3,15521,1/1/2019,,1/1/2019,5/29/2020,999,39,13
twitter,D,W000822,2,34053,1/1/2019,,1/3/2019,5/31/2020,2287,121,44
twitter,R,W000823,2,39932,1/1/2019,,1/1/2019,5/31/2020,3199,186,86
twitter,R,W000824,2,11812,1/1/2019,,1/1/2019,5/29/2020,942,168,62
twitter,D,W000825,2,49237,1/1/2019,,1/1/2019,5/31/2020,2936,144,38
twitter,D,W000826,2,13566,1/1/2019,,1/2/2019,5/31/2020,1891,35,11
twitter,R,W000827,2,8034,1/1/2019,,1/4/2019,5/30/2020,897,156,66
twitter,R,Y000033,2,22251,1/1/2019,,1/3/2019,5/31/2020,469,15,5
twitter,D,Y000062,1,47755,1/1/2019,,1/1/2019,5/30/2020,896,773,191
twitter,R,Y000064,2,66224,1/1/2019,,1/2/2019,5/30/2020,2051,116,54
twitter,R,Y000065,2,39257,1/1/2019,,1/4/2019,5/30/2020,816,275,199
twitter,R,Z000017,2,294457,1/1/2019,,1/2/2019,5/31/2020,2406,4626,1672
